区,町,ふりがな,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,,パターン,
兵庫区,松本通,まつもとどおり,3丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,松本通,まつもとどおり,4丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,松本通,まつもとどおり,5丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,松本通,まつもとどおり,6丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,松本通,まつもとどおり,7丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,松本通,まつもとどおり,8丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,三川口町,みかわぐちちょう,1丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
兵庫区,三川口町,みかわぐちちょう,2丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
兵庫区,三川口町,みかわぐちちょう,3丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
兵庫区,御崎町,みさきちょう,1丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,1,1
兵庫区,御崎町,みさきちょう,2丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,1,1
兵庫区,御崎本町,みさきほんまち,1丁目,月木,13,火,毎週,水,毎週,水,,ま,10,10
兵庫区,御崎本町,みさきほんまち,2丁目,月木,13,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,10,10
兵庫区,御崎本町,みさきほんまち,3丁目,月木,13,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,10,10
兵庫区,御崎本町,みさきほんまち,4丁目,月木,13,火,毎週,水,毎週,水,,ま,10,10
兵庫区,水木通,みずきどおり,1丁目,-,-,-,-,-,-,-,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,-,-
兵庫区,水木通,みずきどおり,2丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,3丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,4丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,5丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,6丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,7丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,8丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,9丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,水木通,みずきどおり,10丁目,月木,24,金,毎週,火,毎週,水,,ま,4,4
兵庫区,三石通,みついしどおり,1丁目,月木,13,火,毎週,水,毎週,水,,ま,10,10
兵庫区,三石通,みついしどおり,2丁目,月木,13,火,毎週,水,毎週,水,,ま,10,10
兵庫区,三石通,みついしどおり,3丁目,月木,13,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,10,10
兵庫区,湊川町,みなとがわちょう,1丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,2丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,3丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,4丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,5丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,6丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,7丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,8丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,9丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊川町,みなとがわちょう,10丁目,火金,13,月,毎週,木,毎週,水,,ま,5,5
兵庫区,湊町,みなとちょう,1丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
兵庫区,湊町,みなとちょう,2丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
兵庫区,湊町,みなとちょう,3丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
兵庫区,湊町,みなとちょう,4丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
兵庫区,湊山町,みなとやまちょう,,火金,13,木,毎週,月,毎週,水,注意！一部の地域で収集日の異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,6,6
兵庫区,南逆瀬川町,みなみさかせがわちょう,,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,3,3
兵庫区,南仲町,みなみなかまち,,月木,24,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,15,15
兵庫区,明和通,めいわどおり,1丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
兵庫区,明和通,めいわどおり,2丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,ま,3,3
兵庫区,明和通,めいわどおり,3丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
兵庫区,門口町,もんぐちちょう,,月木,24,火,毎週,水,毎週,水,,ま,15,15
兵庫区,矢部町,やべちょう,,火金,24,木,毎週,水,毎週,水,注意！一部の地域で収集日の異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,や,24,24
兵庫区,雪御所町,ゆきのごしょちょう,,火金,24,木,毎週,月,毎週,水,,や,8,8
兵庫区,夢野町,ゆめのちょう,1丁目,火金,24,木,毎週,月,毎週,水,,や,8,8
兵庫区,夢野町,ゆめのちょう,2丁目,火金,24,木,毎週,月,毎週,水,,や,8,8
兵庫区,夢野町,ゆめのちょう,3丁目,火金,24,木,毎週,月,毎週,水,,や,8,8
兵庫区,夢野町,ゆめのちょう,4丁目,火金,24,木,毎週,月,毎週,水,,や,8,8
兵庫区,吉田町,よしだちょう,1丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,や,1,1
兵庫区,吉田町,よしだちょう,2丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話：078-652-0981）へお問合せください。,や,1,1
兵庫区,吉田町,よしだちょう,3丁目,月木,13,火,毎週,金,毎週,水,,や,1,1
兵庫区,和田崎町,わださきちょう,2丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田崎町,わださきちょう,3丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田宮通,わだみやどおり,3丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田宮通,わだみやどおり,4丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田宮通,わだみやどおり,5丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田宮通,わだみやどおり,6丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
兵庫区,和田宮通,わだみやどおり,7丁目,月木,13,火,毎週,水,毎週,水,,わ,10,10
北区,青葉台,あおばだい,,火金,24,金,毎週,月,毎週,水,,あ,44,44
北区,有野台,ありのだい,1丁目,火金,13,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,5,5
北区,有野台,ありのだい,2丁目,火金,13,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,5,5
北区,有野台,ありのだい,3丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
北区,有野台,ありのだい,4丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
北区,有野台,ありのだい,5丁目,火金,13,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,5,5
北区,有野台,ありのだい,6丁目,火金,13,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,5,5
北区,有野台,ありのだい,7丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
北区,有野台,ありのだい,8丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
北区,有野台,ありのだい,9丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
北区,有野町,ありのちょう,,-,-,-,-,-,-,-,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,-,-
北区,有野中町,ありのなかまち,1丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
北区,有野中町,ありのなかまち,2丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
北区,有野中町,ありのなかまち,3丁目,火金,13,月,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,17,17
北区,有野中町,ありのなかまち,4丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
北区,有馬町,ありまちょう,,火金,24,月,毎週,水,毎週,水,,あ,22,22
北区,泉台,いずみだい,1丁目,月木,13,金,毎週,火,毎週,水,注意！一部の地域で収集日の異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,2,2
北区,泉台,いずみだい,2丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,泉台,いずみだい,3丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,泉台,いずみだい,4丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,泉台,いずみだい,5丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,泉台,いずみだい,6丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,泉台,いずみだい,7丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
北区,大池見山台,おおいけみやまだい,,火金,13,木,毎週,月,毎週,水,,あ,6,6
北区,淡河町,おうごちょう,,月木,24,月,毎週,水,毎週,水,,あ,31,31
北区,大沢町,おおぞうちょう,,月木,24,月,毎週,水,毎週,水,,あ,31,31
北区,大原,おおはら,1丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,大原,おおはら,2丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,大原,おおはら,3丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,大脇台,おおわきだい,,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,あ,2,2
北区,小倉台,おぐらだい,1丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,2丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,3丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,4丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,5丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,6丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,小倉台,おぐらだい,7丁目,月木,24,金,毎週,火,毎週,水,,あ,4,4
北区,柏尾台,かしおだい,,火金,24,金,毎週,月,毎週,水,,か,44,44
北区,桂木,かつらぎ,1丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,桂木,かつらぎ,2丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,桂木,かつらぎ,3丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,桂木,かつらぎ,4丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,鹿の子台北町,かのこだいきたまち,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,5丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,6丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,7丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台北町,かのこだいきたまち,8丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,5丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,鹿の子台南町,かのこだいみなみまち,6丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,唐櫃台,からとだい,1丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,唐櫃台,からとだい,2丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,唐櫃台,からとだい,3丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,唐櫃台,からとだい,4丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,唐櫃六甲台,からとろっこうだい,,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,北五葉,きたごよう,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,北五葉,きたごよう,7丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,君影町,きみかげちょう,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
北区,京地,きょうじ,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,京地,きょうじ,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,京地,きょうじ,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,京地,きょうじ,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,広陵町,こうりょうちょう,1丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,広陵町,こうりょうちょう,2丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,広陵町,こうりょうちょう,3丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,広陵町,こうりょうちょう,4丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,広陵町,こうりょうちょう,5丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,広陵町,こうりょうちょう,6丁目,月木,24,金,毎週,火,毎週,水,,か,4,4
北区,甲栄台,こうえいだい,1丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,か,2,2
北区,甲栄台,こうえいだい,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
北区,甲栄台,こうえいだい,3丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,か,2,2
北区,甲栄台,こうえいだい,4丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,か,2,2
北区,甲栄台,こうえいだい,5丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
北区,上津台,こうづだい,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,5丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,6丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,上津台,こうづだい,9丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
北区,幸陽町,こうようちょう,1丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,幸陽町,こうようちょう,2丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,幸陽町,こうようちょう,3丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
北区,桜森町,さくらしんまち,,月木,24,金,毎週,火,毎週,水,,さ,4,4
北区,菖蒲が丘,しょうぶがおか,1丁目,火金,24,木,毎週,水,毎週,水,,さ,24,24
北区,菖蒲が丘,しょうぶがおか,2丁目,火金,24,木,毎週,水,毎週,水,,さ,24,24
北区,菖蒲が丘,しょうぶがおか,3丁目,火金,24,木,毎週,水,毎週,水,,さ,24,24
北区,杉尾台,すぎおだい,1丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,杉尾台,すぎおだい,2丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,鈴蘭台西町,すずらんだいにしまち,1丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台西町,すずらんだいにしまち,2丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台西町,すずらんだいにしまち,3丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台西町,すずらんだいにしまち,4丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,さ,3,3
北区,鈴蘭台西町,すずらんだいにしまち,5丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,さ,3,3
北区,鈴蘭台西町,すずらんだいにしまち,6丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,1丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,2丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,3丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,4丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,5丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,6丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,7丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,8丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台南町,すずらんだいみなみまち,9丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,1丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,2丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,3丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,4丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,5丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,6丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,7丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,8丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台北町,すずらんだいきたまち,9丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,1丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,2丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,3丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,4丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,5丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,6丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,7丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,8丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局北事業所（電話：078-581-0460）へお問合せください。,さ,3,3
北区,鈴蘭台東町,すずらんだいひがしまち,9丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
北区,星和台,せいわだい,1丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,2丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,3丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,4丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,5丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,6丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,星和台,せいわだい,7丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
北区,惣山町,そうやまちょう,1丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,惣山町,そうやまちょう,2丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,惣山町,そうやまちょう,3丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,惣山町,そうやまちょう,4丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,惣山町,そうやまちょう,5丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
北区,谷上西町,たにがみにしまち,,火金,24,金,毎週,月,毎週,水,,た,44,44
北区,谷上東町,たにがみひがしまち,,火金,13,木,毎週,月,毎週,水,,た,6,6
北区,谷上南町,たにがみみなみまち,,火金,13,木,毎週,月,毎週,水,,た,6,6
北区,筑紫が丘,つくしがおか,1丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,2丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,3丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,4丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,5丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,6丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,7丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,8丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,筑紫が丘,つくしがおか,9丁目,月木,24,金,毎週,火,毎週,水,,た,4,4
北区,道場町,どうじょうちょう,,月木,24,月,毎週,水,毎週,水,,た,31,31
北区,長尾町,ながおちょう,丁目なし,月木,24,月,毎週,水,毎週,水,,た,31,31
北区,中里町,なかざとちょう,1丁目,月木,24,火,毎週,金,毎週,水,,な,15,3
北区,中里町,なかざとちょう,2丁目,月木,24,火,毎週,金,毎週,水,,な,15,3
